,State,R_State,Country
1671,Castellón, Spain,Spain
1672,North Otago, New Zealand,New Zealand
1673,Tr,Turkey,Turkey
1674,Menorca, Spain,Spain
1675,A Estrada, Spain,Pontevedra
1676,North Brabant, Netherlands,Netherlands
1677,Dalsland, Sweden,Sweden
1678,Westland, United States,New Zealand
1679,Noord Brabant, Netherlands,Netherlands
1680,Pest Megye, Hungary,Hungary
1681,Slovenia,Slovenia,
1682,Slovenia,Slovenia,Slovenia
1683,Brussels-Capital, Belgium,Belgium
1684,Zuidholland, Netherlands,Netherlands
1685,Town Of Bali, Russia,"""N/A"""
1686,Castilla-Leon, Spain,Spain
1687,Ncr, Philippines,Philippines
1688,Me 04005, United States,Maine
1689,Judean Hills, Palestinian Territory,Israel
1690,Sandrigham,no_info,Australia
1691,Backwater, Australia,Montana
1692,Alcobaça, Portugal,Portugal
1693,Zürcher Unterland, Switzerland,Switzerland
1694,Setúbal, Portugal,Portugal
1695,Hh, Germany,Germany
1696,Germany,Germany,
1697,Germany,Germany,Germany
1698,Vlaams Brabant, Belgium,Belgium
1699,Bihor, Romania,Romania
1700,Besiktas, Turkey,Turkey
1701,Tasman, New Zealand,New Zealand
1702,Anywhere - Usa, United States,Usa
1703,Tooting, United Kingdom,United Kingdom
1704,Sicily, Italy,Italy
1705,Sinaloa, Mexico,Mexico
1706,Midlands, Zimbabwe,Ireland
1707,Midlands, Zimbabwe,United Kingdom
1708,Tejas, United States,Usa
1709,Uppland, Sweden,Sweden
1710,Virgin Islands, United States,Usa
1711,São Vicente, Brazil,
1712,Mid-Glamorgan, United Kingdom,Wales
1713,Hauts De Seine, France,France
1714,North Holland, Netherlands,Netherlands
1715,Jersey,Jersey,United Kingdom
1716,Jersey,Jersey,Jersey
1717,Berks, United Kingdom,England
1718,Berks, United Kingdom,United Kingdom
1719,Pas De Calais, France,France
1720,Ca. 95301, United States,California
1721,Nias Island, Canada,North Sumatera
1722,Minho, Spain,Portugal
1723,Denmark,Denmark,Denmark
1724,Niederrhein,no_info,Germany
1725,Modena, Italy,Italy
1726,Madeira, Portugal,Portugal
1727,Sharon, United States,Israel
1728,Països Catalans, Spain,Spain
1729,København, Denmark,Denmark
1730,Franconia, United States,Germany
1731,West Midlans,no_info,Uk
1732,Attica, Greece,Greece
1733,Glamorgan, Canada,United Kingdom
1734,Saarland, Germany,Germany
1735,Saarland, Germany,Pakistan
1736,Saarland, Germany,Singapore
1737,Saarland, Germany,
1738,Saarland, Germany,Australia
1739,Soure, Portugal,Portugal
1740,Isere, France,France
1741,Mugla, Turkey,Turkey
1742,Warwickshire, United Kingdom,United Kingdom
1743,Swizerland,no_info,Switzerland
1744,*N/A*, Portugal,Spain
1745,Kaernten, Austria,Austria
1746,La Coruña, Spain,Spain
1747,Bolivia,Bolivia,Bolivia
1748,Ille De France, France,France
1749,Las Palmas (Islas Canarias), Spain,Spain
1750,Cambs, United Kingdom,United Kingdom
1751,Cambs, United Kingdom,
1752,Gummersbach, Germany,Germany
1753,Kelantan, Malaysia,Malaysia
1754,Franche Comté, France,France
1755,Messinia, United States,Greece
1756,Mn, United States,Usa
1757,Mn, United States,Minnesota
1758,Nordtirol, Austria,Austria
1759,Bali, France,Indonesia
1760,Vlc, Spain,Spain
1761,Midwest, United States,Usa
1762,Ensenada, Mexico,Mexico
1763,Fl, United States,Florida
1764,Fl, United States,Hernando
1765,Fl, United States,
1766,Euskadi, Spain,Spain
1767,Northern Territory, Australia,France
1768,Northern Territory, Australia,Australia
1769,Northern Territory, Australia,Usa
1770,Northern Territory, Australia,Spain
1771,Thüringen, Germany,Germany
1772,West Australia, Indonesia,Australia
1773,Hungary,Hungary,Hungary
1774,Wicklow, Ireland,Ireland
1775,Wicklow, Ireland,
1776,Andalusia, Spain,Spain
1777,San José, Costa Rica,Costa Rica
1778,San José, Costa Rica,
1779,Marche, Italy,Italy
1780,Marche, Italy,Usa
1781,Marche, Italy,Netherlands
1782,San Jose, United States,Costa Rica
1783,Doubs, France,France
1784,Pi, Italy,Italy
1785,Ile D`Oleron, France,France
1786,Re, Italy,
1787,Perugia, Italy,Italy
1788,Vantaa, Finland,Finland
1789,Kyiv, Ukraine,Ukraine
1790,Hellerup, Denmark,Denmark
1791,Federal District, Brazil,Mexico
1792,Sofiiska, Ukraine,Bulgaria
1793,Isère, France,France
1794,Nc, United States,Pender
1795,Nc, United States,Ee.Uu
1796,Loir-Et-Cher, France,France
1797,Hulme, United Kingdom,United Kingdom
1798,Vastergotland, Sweden,Sweden
1799,Île De France, France,France
1800,Halland, Sweden,Sweden
1801,Djursland, Sweden,Denmark
1802,Rizal, Philippines,Philippines
1803,Franklin, United States,New Zealand
1804,Mid Canterbury, New Zealand,New Zealand
1805,Jämtland, Sweden,Sweden
1806,Spain/Catalonia/Barcelona, Spain,Spain
1807,Merseyside, United Kingdom,United Kingdom
1808,Ceará, Brazil,Brazil
1809,Nm, United States,Us
1810,Nm, United States,Usa
1811,Haute-Saône, France,France
1812,Niederoesterreich, Austria,Austria
1813,Niederoesterreich, Austria,
1814,Attika, Greece,Greece
1815,Bas-Rhin, France,France
1816,Araba, Netherlands,Spain
1817,"""N/A"".", Portugal,Germany
1818,"""N/A"".", Portugal,France
1819,Private, Germany,Canada
1820,Kwazulu Natal, South Africa,South Africa
1821,Benalmádena, Spain,Spain
1822,South Youkshire,no_info,United Kingdom
1823,Ma³Opolskie,no_info,
1824,Sassari, Italy,Italy
1825,Z. Holland, Germany,Netherlands
1826,Bourgogne, France,France
1827,Jawa Barat, Indonesia,Indonesia
1828,Brithish Columbia,no_info,Canada
1829,Moscow, Russia,Russia
1830,St Andrew`S, United Kingdom,Guernsey
1831,Nagasaki, Japan,Japan
1832,Oson Air Base,no_info,South Korea
1833,Bw, Germany,Germany
1834,Cantabury, United Kingdom,New Zealand
1835,Hawkes Bay, Canada,New Zealand
1836,Norrbotten, Sweden,Sweden
1837,Quit, United States,Usa
1838,Quit, United States,Quit
1839,Ireland,Ireland,Ireland
1840,Montgat, Spain,Spain
1841,Ross-Shire, United Kingdom,United Kingdom
1842,Ca`,Canada,Usa
1843,Midi-Pyrénées, France,France
1844,Neuchâtel, Switzerland,Switzerland
1845,Rangitikei, New Zealand,New Zealand
1846,Prague, Czechia,Czech Republic
1847,I`M Not Part Of The Us,no_info,France
1848,Guyane,Guyana,France
1849,Mahrastra,no_info,Andorra
1850,Oberoesterreich, Austria,Austria
1851,Huelva, Spain,Spain
1852,Skåne, Sweden,Sweden
1853,Tenerife, Spain,Spain
1854,Tenerife, Spain,Cape Verde
1855,Sør-Trøndelag, Norway,Norway
1856,Yedor,no_info,Usa
1857,Toledo, Spain,Spain
1858,Bosnia And Herzegovina,Bosnia and Herzegovina,Bosnia And Herzegovina
1859,Vilnius, Lithuania,Lithuania
1860,South Korea,South Korea,South Korea
1861,South Korea,South Korea,Usa
1862,Brussels Capital Region, Belgium,Belgium
1863,Riviera, United States,France
1864,C.T, Spain,Usa
1865,Paris - Essonne, France,France
1866,Almeria, Spain,Spain
1867,Norddeutschland, Germany,Germany
1868,Wantage, United Kingdom,England
1869,Maramures, Romania,Romania
1870,Taman Oug, Malaysia,Malaysia
1871,Maritime Alps, France,France
1872,County Cork, Ireland,Ireland
1873,Channel Islands, United States,Guernsey
1874,Channel Islands, United States,United Kingdom
1875,Moving, Italy,Usa
1876,Be,Belgium,Switzerland
1877,Essonne, France,France
1878,Cheshier, United States,United Kingdom
1879,Nairobi, Kenya,Kenya
1880,Su, China,Indonesia
1881,Attiki, Greece,Greece
1882,Vastra Frolunda, Sweden,Sweden
1883,Tenessee, Brazil,Usa
1884,Ternopil`, Ukraine,Ukraine
1885,Dtto Federal,no_info,Venezuela
1886,San Carlos, United States,Costa Rica
1887,Nidwalden, Switzerland,Switzerland
1888,Oaxaca, Mexico,Mexico
1889,Camp, Mexico,Kuwait
1890,Or Usa, United States,Oregon
1891,Genova, Italy,Italy
1892,Johor, Malaysia,Malaysia
1893,China,China,China
1894,China,China,Hong Kong
1895,China,China,Shanghai
1896,Camarines Sur, Philippines,Philippines
1897,National Capital Region, India,Philippines
1898,Twente, Netherlands,
1899,Drenthe, Netherlands,Netherlands
1900,Paris (75), Morocco,France
1901,Finistére, France,France
1902,Bl Hamburg, Germany,Germany
1903,Scania, France,Sweden
1904,Sputh Wales,no_info,United Kingdom
1905,Norwich, United Kingdom,England
1906,County Galway, Ireland,Ireland
1907,Bs As, Argentina,Argentina
1908,Como, Italy,Italy
1909,North West England, United Kingdom,United Kingdom
1910,Oeiras, Portugal,Oeiras
1911,Oeiras, Portugal,Portugal
1912,B. C., Canada,British Columbia
1913,Huntingdon, United States,Cambridgeshire
1914,Latgale, Latvia,Latvia
1915,Paros, Greece,Greece
1916,Bruxelles-Capitale, Belgium,Belgium
1917,Albany,Albania,New Zealand
1918,Uudenmaan Lääni,no_info,Finland
1919,Berne, Switzerland,Switzerland
1920,X, Argentina,X
1921,Nottinghamshire, United Kingdom,United Kingdom
1922,Nottinghamshire, United Kingdom,
1923,Provence Alpes Côte D`Azur, France,France
1924,North Shore, New Zealand,New Zealand
1925,Romania,Romania,Romania
1926,N Carolina, United States,Usa
1927,Haute-Savoie, France,France
1928,Haute-Savoie, France,
1929,County Durham, United Kingdom,United Kingdom
1930,Lower Saxonary,no_info,Germany
1931,Pavia, Italy,Italy
1932,Noord, Suriname,Netherlands
1933,Brittany, France,France
1934,Brittany, France,
1935,Bulgaria,Bulgaria,Bulgaria
1936,Danang, Vietnam,Vietnam
1937,Imathia, Greece,Greece
1938,Nordjylland, Denmark,Denmark
1939,Languedoc Roussillon, France,France
1940,Corse, France,France
1941,Jylland, Denmark,Denmark
1942,Litoral Norte, Portugal,Portugal
1943,Hannover, Germany,Germany
1944,Distrito Nacional, Dominican Republic,Dominican Republic
1945,Lausanne, Switzerland,Switzerland
1946,Western Highlands, Papua New Guinea,Guatemala
1947,Milan, Italy,Italy
1948,Tullow, Ireland,Co. Carlow
1949,Aldaya, Spain,Spain
1950,Antwerp, Belgium,Belgium
1951,Suffolk, United Kingdom,United Kingdom
1952,Christchurch, New Zealand,New Zealand
1953,Christchurch, New Zealand,
1954,Midi-Pyrenees, France,France
1955,Paco D` Arcos, Portugal,Portugal
1956,Goiás, Brazil,Brazil
1957,Hamilton, Canada,
1958,Hamilton, Canada,New Zealand
1959,Mecklenburg/Vorpommern, Germany,Germany
1960,A.C.T, France,Australia
1961,Dolnoslaskie, Poland,Poland
1962,Eure, France,France
1963,Gifu-Ken, Japan,Japan
1964,Hk, China,Hong Kong
1965,Hk, China,China
1966,Western Isles, United Kingdom,United Kingdom
1967,Pomorze, Poland,Poland
1968,Glos, France,United Kingdom
1969,Louis, Germany,Missouri
1970,Rheinland Pfalz, Germany,Germany
1971,Alpes-Maritimes, France,France
1972,Cs, Italy,Usa
1973,Kanagawa-Ken, Japan,Japan
1974,Baden-Würtemberg, Germany,Germany
1975,Cairo Governorate, Egypt,Egypt
1976,Nordrhein- Westfalen, Germany,Germany
1977,Rj, Brazil,Brazil
1978,Capital Federal, Argentina,Argentina
1979,Baselstadt,no_info,Switzerland
1980,Albay, Philippines,Philippines
1981,Saone Et Loire, France,France
1982,Wide, Switzerland,We`Re Global!
1983,Samos, Greece,Greece
1984,Kings-Heath ?, United Kingdom,United Kingdom
1985,Northern Holland, Canada,Netherlands
1986,Wallis, United Kingdom,Switzerland
1987,Tobago, Trinidad and Tobago,West Indies
1988,Graubünden, Switzerland,Switzerland
1989,Cuenca, Spain,Spain
1990,Watford, United Kingdom,United Kingdom
1991,Az,Azerbaijan,Usa
1992,Az,Azerbaijan,Arizona
1993,Winterthur, Switzerland,Switzerland
1994,Cambridge, United Kingdom,United Kingdom
1995,Savona, Italy,Italy
1996,Newcastle, United Kingdom,New South Wales
1997,Taipei, Taiwan,Taiwan
1998,Goa, India,India
1999,Dunedin, New Zealand,New Zealand
2000,Me,Mexico,Maine
2001,Me,Mexico,Us
2002,Nebr, United States,
2003,Pomorskie, Poland,Poland
2004,Us Apo, New Zealand,Germany
2005,Alacant, Spain,Spain
2006,H/A, United States,Andorra
2007,Ciudad De Buenos Aires, Argentina,Argentina
2008,Mazowiecki, Poland,Poland
2009,Ron See Comments Pls ...,no_info,Usa
2010,Leiria, Portugal,Portugal
2011,.,no_info,Italy
2012,.,no_info,Saint Lucia
2013,.,no_info,Portugal
2014,.,no_info,United Kingdom
2015,.,no_info,Switzerland
2016,.,no_info,Zimbabwe
2017,.,no_info,Belgium
2018,Thurgau, Switzerland,Switzerland
2019,Guatemala,Guatemala,Guatemala
2020,Iloilo, Philippines,Philippines
2021,Cairo, Egypt,Egypt
2022,Iasi, Romania,Romania
2023,Northumberland, United Kingdom,United Kingdom
2024,Fr,France,Switzerland
2025,Montevdeo,no_info,Urugua
2026,Woodford Bridge, United Kingdom,United Kingdom
2027,Nrw (Nordrhein-Westfalen), Germany,Germany
2028,Hants, Canada,United Kingdom
2029,Nr Ringwood,no_info,England
2030,Puebla, Mexico,Mexico
2031,Ba,Bosnia and Herzegovina,Italy
2032,Lancaster, United States,United Kingdom
2033,Paraná, Brazil,Brazil
2034,Panama,Panama,Panama
2035,Tuscany, Italy,Italy
2036,Cundinamarca, Colombia,Colombia
2037,Beira Litoral, Brazil,Portugal
2038,West Lancs, United Kingdom,England
2039,Sintra, Portugal,Portugal
2040,Eastern Province, Saudi Arabia,Saudi Arabia
2041,Eastern Province, Saudi Arabia,South Africa
2042,Tashkent, Uzbekistan,Uzbekistan
2043,Sindh, Pakistan,Pakistan
2044,Bergamo, Italy,Italy
2045,Nunavut, Canada,Canada
2046,Warwick, United Kingdom,Bermuda
2047,Basque Country, Spain,Spain
2048,Northrhine-Westfalia,no_info,Germany
2049,Alor Star, Malaysia,Kedah
2050,San Diego, United States,Usa
2051,Mina Al Fahal, Oman,Oman
2052,Pella, Greece,Usa
2053,Makati, Philippines,Phillipines
2054,Uudenmaan Laani,no_info,Finland
2055,Barcelones, Spain,Spain
2056,Solothurn, Switzerland,Switzerland
2057,Greater London, United Kingdom,United Kingdom
2058,Greater London, United Kingdom,
2059,Rome, Italy,Italy
2060,Kwazulu-Natal, South Africa,South Africa
2061,Viana Castelo, Portugal,Portugal
2062,Los Angeles, United States,California
2063,Europe,Europe,Slovenia
2064,Europe,Europe,Germany
2065,Miranda, Venezuela,Venezuela
2066,Shropshire, United Kingdom,United Kingdom
2067,King Country, New Zealand,New Zealand
2068,Bulacan, Philippines,Philippines
2069,Lugo, Spain,Spain
2070,Oxon, United Kingdom,United Kingdom
2071,Bask Country, Spain,Spain
2072,Kyoung Sang Buk Do,no_info,South Korea
2073,Michoacan, Mexico,N/A
2074,West Coast, New Zealand,New Zealand
2075,Valais, Switzerland,Switzerland
2076,No State Or Province,no_info,Netherlands
2077,South Of France,no_info,France
2078,Queenslan,no_info,Australia
2079,Oahu, United States,Hawaii
2080,Santarém, Portugal,Portugal
2081,Marseille, France,France
2082,Igloo City, Canada,Antarctica
2083,Oise, France,France
2084,Coromandel, Brazil,New Zealand
2085,Hesse, Germany,Germany
2086,Fankleigh Park,no_info,New Zealand
2087,Ain, France,France
2088,Loures, Portugal,Portugal
2089,Nonthaburi, Thailand,Thailand
2090,Zamora, Spain,Spain
2091,Obwalden, Switzerland,Switzerland
2092,Sichuan, China,China
2093,Iwakuni, Japan,
2094,Lu,Luxembourg,Switzerland
2095,West Indies, United Kingdom,Barbados
2096,North Somerset, United Kingdom,United Kingdom
2097,Burgenland, Austria,Austria
2098,Bohuslän, Sweden,Sweden
2099,Republic Of Panama,Panama,Panama
2100,Tyrol, Austria,Austria
2101,Capital, Colombia,Argentina
2102,Kogi State, Nigeria,Nigeria
2103,Co. Louth, Ireland,Ireland
2104,Kyoto Fu, Japan,Japan
2105,Canton Zurich, Switzerland,Switzerland
2106,Ladner, Canada,British Columbia
2107,North, Cameroon,Singapore
2108,Illlinois,no_info,Usa
2109,Miraflores, Colombia,Portugal
2110,Western Australia., Australia,Australia
2111,New Territories, China,Hong Kong
2112,Mu&#287;La, France,Turkey
2113,Tallahassee, United States,Florida
2114,Preveza, Greece,Greece
2115,Dr., Netherlands,Netherlands
2116,Ab, Georgia,Alberta
2117,Ab, Georgia,Canada
2118,Kadiogo, Burkina Faso,Burkina Faso
2119,Bedfordshire, United Kingdom,United Kingdom
2120,Ilfov, Romania,
2121,Canton Esch, Luxembourg,Luxembourg
2122,Lucerne, Switzerland,Switzerland
2123,Ks, United States,Usa
2124,Ks, United States,Kansas
2125,Rodney District, New Zealand,New Zealand
2126,Crumpsall, United Kingdom,United Kingdom
2127,Västernorrland, Sweden,Sweden
2128,Languedoc-Roussillon, France,France
2129,Pontevedra(Galicia), Spain,Spain
2130,Montevideo, Uruguay,Uruguay
2131,Montevideo, Uruguay,
2132,N.J., United States,Usa
2133,Rogaland, Norway,Norway
2134,Ga.,Gabon,Usa
2135,Pará,Peru,Brazil
2136,Serbia,Serbia,Yugoslavia
2137,Toamasina, Madagascar,Madagascar
2138,Setubal, Portugal,Portugal
2139,Baja California, Mexico,Mexico
2140,Rehka,no_info,Iceland
2141,Wielkopolska, Poland,Poland
2142,Yvelines, France,France
2143,City, United Kingdom,Usa
2144,City, United Kingdom,United Kingdom
2145,Mipy, France,France
2146,Päijät-Häme, Finland,Finland
2147,Washington Dc, United States,Usa
2148,Armed Forces Pacific (Ap),no_info,Japan
2149,Sao Vicente, Brazil,Cape Verde
2150,Selangor D.E,no_info,Malaysia
2151,Schleswig Holstein, Germany,Germany
2152,Gran Canary, Philippines,Spain
2153,County Dublin, Ireland,Ireland
2154,Castilla Leon, Spain,Spain
2155,Styria, Austria,Austria
2156,Netherlands,Netherlands,Netherlands
2157,Yucatan, Mexico,Mexico
2158,Colima, Mexico,Mexico
2159,Suisse Romande, Switzerland,Switzerland
2160,Baden, Germany,Germany
2161,Belgium,Belgium,Belgium
2162,Sunderland, United Kingdom,
2163,Kapiti Coast, New Zealand,New Zealand
2164,Co. Clare, Ireland,Ireland
2165,Baden Würrtemberg, Germany,Germany
2166,España/Catalunya, Spain,Spain
2167,Brixton, United Kingdom,United Kingdom
2168,Bohemia, United States,Czech Republic
2169,Baltic States, Latvia,Lithuania
2170,Carabobo, Venezuela,Venezuela
2171,New Delhi, India,India
2172,Ga,Gabon,Georgia
2173,Ga,Gabon,Usa
2174,Reykjavík, Iceland,Iceland
2175,Berguedà, Spain,Berguedà
2176,Berguedà, Spain,Spain
2177,The Basque Country, Spain,Spain
2178,Nj  08037, United States,New Jersey
2179,Le Caire, Egypt,Egypt
2180,Ciudad Real, Spain,Spain
2181,Champagne-Ardenne, France,France
2182,East Lothian, United Kingdom,United Kingdom
2183,Islas Canarias, Spain,Spain
2184,Gyeonggido, South Korea,South Korea
2185,Powys, United Kingdom,United Kingdom
2186,W.P. Putrajaya, Malaysia,Malaysia
2187,Ehime-Ken, Japan,Japan
2188,Cataluña-Barcelona-, Spain,Spain
2189,N.P., United Kingdom,Bahamas
2190,Ap (Armed Forces Pacific),no_info,Usa
2191,Springs Co, United States,Colorado
2192,United Kingdom,United Kingdom,United Kingdom
2193,Hullabaloo, United Kingdom,Sri Lanka
2194,<Foreign>, France,United Kingdom
2195,Södermanland, Sweden,Sweden
2196,Sg,Singapore,Singapore
2197,Oost-Vlaanderen, Belgium,Belgium
2198,Thuringia, Germany,Germany
2199,Baden Wuerttemberg, Germany,Germany
2200,Treviso, Italy,Italy
2201,Algés, Portugal,Portugal
2202,Chiapas, Mexico,Mexico
2203,Postfach, Germany,Switzerland
2204,Laguna, Philippines,Philippines
2205,Seine-St-Denis, France,France
2206,Westphalen, Brazil,Germany
2207,Lanzarote, Spain,Spain
2208,Louth, Ireland,Ireland
2209,Satakunta, Finland,Finland
2210,Wiltshire Uk, United Kingdom,United Kingdom
2211,Cairo Governate,no_info,Egypt
2212,Haut De Seine, France,France
2213,Hautsdeseine,no_info,France
2214,S Yorkshire, United Kingdom,United Kingdom
2215,Nordrhein-Westfahlen, Germany,Germany
2216,Ti, Switzerland,Switzerland
2217,Niederösterreich, Austria,Austria
2218,Maxiais, Portugal,Portugal
2219,Co Cork, Ireland,Ireland
2220,Tokyo Ku, Japan,Japan
2221,Mallorca, Spain,Spain
2222,Tyne & Wear, United Kingdom,United Kingdom
2223,Valle, Honduras,Colombia
2224,`N/A`, Portugal,Sweden
2225,`N/A`, Portugal,Netherlands
2226,Banstead, United Kingdom,United Kingdom
2227,Appenzell, Switzerland,Switzerland
2228,Gauteng - South Africa, South Africa,South Africa
2229,Forest Gate, United Kingdom,United Kingdom
2230,La Liguria, Argentina,L`Italia
2231,Hawke`S Bay, New Zealand,New Zealand
2232,Southern Hawkes Bay,no_info,New Zealand
2233,South Waikato, New Zealand,New Zealand
2234,Fars, Iran,Iran
2235,Auckland Central, New Zealand,New Zealand
2236,Grampian, United States,United Kingdom
2237,West Glamorgan, United Kingdom,Wales
2238,West Glamorgan, United Kingdom,United Kingdom
2239,Emilia-Romagna, Italy,Italy
2240,B/W, Germany,Germany
2241,_,no_info,Portugal
2242,_,no_info,Luxembourg
2243,?Tajerska,no_info,Slovenia
2244,Côte D`Azur, Brazil,France
2245,Upper Hutt, New Zealand,New Zealand
2246,Florida Keys, United States,Usa
2247,Fukuoka Ken, Japan,Japan
2248,Odense, Denmark,Denmark
2249,Limerick, Ireland,Ireland
2250,Cascadia, United States,Usa
2251,Trnava, Slovakia,Slovakia
2252,County Sligo, Ireland,Ireland
2253,Not Available, United States,Slovenia
2254,Ferrara, Italy,Italy
2255,Tamilnadu, India,India
2256,Patrick Henry Village, Germany,Germany
2257,Bad-Württembg., Germany,Germany
2258,York Co., United States,New Brunswick
2259,Grand Cayman, Cayman Islands,Cayman Islands
2260,Jaen-Andalucia, Spain,Spain
2261,Lombardy, Italy,Italy
2262,Fl 33157, United States,Florida
2263,Drome, France,France
2264,Tamaulipas, Mexico,Mexico
2265,Baja California Sur, Mexico,Mexico
2266,Ancona, Italy,Italy
2267,Oeste, Cameroon,Portugal
2268,Dae-Jeon,no_info,Yu-Song
2269,Durham, United States,United Kingdom
2270,Provence Alpes Cote D`Azur, France,France
2271,Slidre, Norway,Norway
2272,Bristol, United Kingdom,United Kingdom
2273,Bristol, United Kingdom,England
2274,Guìpuzcoa, Spain,Spain
2275,Languedoc Rousillon,no_info,France
2276,Belize District, Belize,Belize
2277,Kanto, Japan,Japan
2278,Kwajalein Atoll, Marshall Islands,Marshall Islands
2279,Bayern/Deutschland, Germany,Germany
2280,Osaka, Japan,Japan
2281,Appenzell Ausserrhoden, Switzerland,Switzerland
2282,Fürstbisthum Osnabrück,no_info,Germany
2283,N/Z, Netherlands,New Zealand
2284,Canton Ct, United States,Connecticut
2285,Vaslui, Romania,Romania
2286,Rhône-Alpe, France,France
2287,Almería, Spain,Almería
2288,Ruhrpott, Germany,Germany
2289,Plaine Wilhems, Mauritius,Mauritius
2290,Kyoto, Japan,Japan
2291,Santa Catarina, Brazil,Brazil
2292,On, Canada,Canada
2293,Imaginary, United States,Space
2294,Macedonia,North Macedonia,Macedonia
2295,Turkey,Turkey,Turkey
2296,Koceali,no_info,Turkey
2297,Pizarra, Spain,Spain
2298,Lothians, United Kingdom,United Kingdom
2299,Eastjutland,no_info,
2300,New Suth Wales,no_info,Australia
2301,South Gyeongsang, South Korea,South Korea
2302,Northholland,no_info,Netherlands
2303,Poitou-Charentes, France,France
2304,Latina, Italy,Italy
2305,Brighton, United Kingdom,Usa
2306,Saxonia, Germany,Germany
2307,Etelä-Savo, Finland,Finland
2308,Lower Austria, Austria,Austria
2309,Peking, China,China
2310,Geelong, Australia,Victoria
2311,Wannsee, Germany,Berlin
2312,Kyongpook,no_info,South Korea
2313,Savanne, Mauritius,Mauritius
2314,Melekeok, Palau,Palau
2315,Teesside, United Kingdom,United Kingdom
2316,Pohjois-Pohjanmaa, Finland,Finland
2317,I Sometimes Live In Hong Kong,no_info,United Kingdom
2318,Val D`Oise, France,France
2319,Sealand, United Kingdom,Denmark
2320,Sar, Italy,China
2321,Doha, Qatar,Qatar
2322,Warminsko-Mazurskie, Poland,Poland
2323,Seine Saint-Denis, France,France
2324,British  Columbia, Canada,Canada
2325,Galway, Ireland,Ireland
2326,Mexico D.F., Mexico,Mexico
2327,Rvk, Norway,Iceland
2328,Ýç Anadolu, Azerbaijan,Turkey
2329,French Speaking Swiss,no_info,Switzerland
2330,Ribe, Denmark,Denmark
2331,Yongsan-Gu, South Korea,Seoul
2332,Yongsan-Gu, South Korea,South Korea
2333,Salzkammergut, Austria,Austria
2334,Almada, Portugal,Portugal
2335,Davao Del Norte, Philippines,Philippines
2336,Småland, Norway,Sweden
2337,Manningtree, United Kingdom,England
2338,Castaway Cay, The Bahamas,Bahamas
2339,South Bavaria, Brazil,Germany
2340,Luxembourg Ville, France,Luxembourg
2341,Berlin-West, United States,Germany
2342,Pernambuco, Brazil,Brazil
2343,Rift Valley, Zambia,Kenya
2344,Graubuenden, Switzerland,Switzerland
2345,Berlin-Brandenburg, Germany,Germany
2346,Baixo Alentejo, Portugal,Portugal
2347,Queretaro, Mexico,Mexico
2348,Smith`S, Bermuda,Bermuda
2349,Niagra Falls, United States,Canada
2350,Länsi Suomen Lääni, Finland,Finland
2351,Trondheim, Norway,Norway
2352,Ag/Bs, Argentina,Switzerland
2353,Köln, Germany,Germany
2354,Ahmedi, Kuwait,Kuwait
2355,So,Somalia,Switzerland
2356,Nelson, New Zealand,New Zealand
2357,Causeway Bay, China,Hong Kong
2358,Alloa, United Kingdom,Scotland
2359,Ar,Argentina,Usa
2360,Limassol, Cyprus,Cyprus
2361,Budapest, Hungary,Hungary
2362,Interlaken/Böningen, Switzerland,Switzerland
2363,Granollers, Spain,Spain
2364,Mah, United States,India
2365,Saigon, Vietnam,Vietnam
2366,Mazowiecka, Poland,Poland
2367,Gallen, Norway,St.Gallen
2368,Barcelonès, Spain,Spain
2369,Vsvi,no_info,St.Thomasi
2370,Somewhere In The Desert,no_info,Kuwait
2371,Bouches Du Rhône, France,France
2372,Morobe Province, Papua New Guinea,Papua New Guinea
2373,West-Flanders, Belgium,Belgium
2374,Seine Et Marne, France,France
2375,Moita, Portugal,Portugal
2376,Groenekan, Netherlands,Netherlands
2377,Grad Zagreb, Croatia,Croatia
2378,Kvarner, Croatia,Croatia
2379,Norrland, Sweden,Sweden
2380,Padova, Italy,Italy
2381,Kyonggi Province, South Korea,South Korea
2382,No,Norway,Canada
2383,Aomori-Ken, Japan,Japan
2384,Värmland, Sweden,Sweden
2385,N.A, Portugal,New Zealand
2386,Qld, Australia,Australia
2387,Lelystad, Netherlands,Netherlands
2388,Ok, United States,United States
2389,Ok, United States,Usa
2390,Ok, United States,Oklahoma
2391,Ok, United States,U.S. Of A.
2392,Hordaland, Netherlands,Norway
2393,Kowloon, China,Hong Kong
2394,Suebia, Germany,Germany
2395,Famalicão, Portugal,Portugal
2396,Saitama, Japan,Japan
2397,Bern (Be), Switzerland,Switzerland
2398,Seven Mile Beach, Australia,Cayman Islands
2399,Akershus, Norway,Norway
2400,Connemara, United States,County Galway
2401,Basel Stadt, Switzerland,Switzerland
2402,Larioja,no_info,Spain
2403,Tokyo-To, Japan,Japan
2404,Nz,New Zealand,Austria
2405,Santa Fe, Argentina,Argentina
2406,Yukon, Canada,Canada
2407,Northen England, United Kingdom,United Kingdom
2408,Jizni Morava, Czechia,Czech Republic
2409,Moselle, France,France
2410,Clare, Ireland,Ireland
2411,Parana, Brazil,Brazil
2412,Liege, Belgium,
2413,Liege, Belgium,Belgium
2414,Central Otago, New Zealand,New Zealand
2415,Don`T Know, United States,New Zealand
2416,Kedah, Malaysia,Malaysia
2417,Villaverde, Spain,Spain
2418,Il Veneto, Egypt,L`Italia
